empresa,faturamento_empresa_brl,produto,tipo_cliente,mercado_principal,indice_concorrencia_1a5,indice_valor_agregado_1a5,margem_media_percentual,indice_complexidade_produtiva_1a5,indice_capex_1a5,indice_escalabilidade_1a5,indice_exigencia_regulatoria_1a5,certificacoes_principais,indice_compatibilidade_refugo_1a5,indice_compatibilidade_operacao_fazenda_1a5
Cargill Brasil,115000000000.0,Purê de manga asséptico,B2B,Externo,3.0,2.0,41.84,3.0,5.0,1.0,1.0,ISO/HACCP,3.0,2.0
MangaVale Alimentos,480000000.0,Biogás / energia,B2C,Interno,4.0,2.0,15.67,3.0,3.0,4.0,1.0,Nenhuma,3.0,4.0
MangaTech Foods,760000000.0,Sabonete / hidratante com manga,B2B,Ambos,2.0,2.0,21.81,3.0,3.0,3.0,1.0,MAPA,3.0,5.0
MangaTech Foods,760000000.0,Concentrado de manga,B2C,Interno,3.0,3.0,39.59,3.0,1.0,4.0,3.0,Nenhuma,4.0,2.0
Cutrale,30000000000.0,Subproduto industrial de bagaço processado,B2C,Interno,3.0,2.5,22.83,3.0,2.0,2.0,2.0,ANVISA,3.0,1.0
VerdePulp Brasil,310000000.0,Geleia/compota,B2B,Interno,4.0,3.5,27.93,4.0,2.0,3.0,3.0,MAPA,2.0,4.0
Cutrale,30000000000.0,Base para néctar,B2B,Interno,4.0,2.0,42.69,1.0,4.0,4.0,3.0,Nenhuma,1.0,2.0
MangaVale Alimentos,480000000.0,nao informado,B2C,Interno,3.0,3.5,44.72,4.0,4.0,3.0,3.0,ANVISA,3.0,1.0
Louis Dreyfus Company Brasil,18000000000.0,Biocomposto / fertilizante orgânico,nao informado,Ambos,2.0,3.5,28.75,4.0,4.0,4.0,3.0,ISO/HACCP,2.0,3.0
nao informado,115000000000.0,Biocomposto / fertilizante orgânico,B2B,Externo,4.0,1.5,27.93,1.0,5.0,3.0,2.0,ISO/HACCP,1.0,4.0
TropFruit Ingredients,650000000.0,Purê de manga asséptico,B2C,Interno,4.0,4.5,29.09,5.0,2.0,4.0,4.0,Internacional,1.0,2.0
Cutrale,30000000000.0,nao informado,B2C,Interno,2.0,2.5,11.05,2.0,1.0,3.0,3.0,ISO/HACCP,1.0,2.0
MangaTech Foods,760000000.0,Concentrado de manga,B2B,Externo,5.0,2.5,22.43,3.0,3.0,3.0,2.0,Nenhuma,1.0,2.0
VerdePulp Brasil,310000000.0,Biocomposto / fertilizante orgânico,B2C,Externo,2.0,1.5,9.19,1.0,4.0,3.0,2.0,MAPA,1.0,5.0
Citrosuco,25000000000.0,Polpa congelada,B2C,Interno,1.0,2.0,21.96,2.0,1.0,5.0,2.0,ANVISA,3.0,2.0
TropFruit Ingredients,650000000.0,Chutney de manga,B2B,Ambos,1.0,3.5,36.09,4.0,3.0,4.0,3.0,MAPA,2.0,1.0
Kerry do Brasil,9000000000.0,Base cosmética (extrato),B2C,Interno,3.0,1.0,22.26,1.0,3.0,4.0,1.0,Nenhuma,1.0,2.0
nao informado,30000000000.0,Pectina,B2B,Ambos,3.0,4.5,41.44,4.0,3.0,5.0,5.0,ANVISA,1.0,1.0
Cargill Brasil,115000000000.0,Biogás / energia,B2C,Externo,3.0,2.5,38.03,2.0,1.0,1.0,3.0,ANVISA,1.0,3.0
NordFruit Export,540000000.0,Aroma / extrato natural,B2C,Ambos,5.0,2.5,22.85,2.0,1.0,1.0,3.0,ANVISA,4.0,2.0
JBS Ingredients,375000000000.0,Base cosmética (extrato),B2B,Ambos,4.0,4.0,50.44,4.0,1.0,3.0,4.0,ANVISA,2.0,1.0
nao informado,115000000000.0,nao informado,B2B,Ambos,2.0,4.0,27.93,4.0,4.0,3.0,4.0,Nenhuma,3.0,2.0
nao informado,480000000.0,Suco pronto (NFC),B2B,Interno,2.0,1.5,27.62,2.0,3.0,3.0,1.0,Nenhuma,3.0,3.0
AgroDoce Nordeste,220000000.0,Fragrância para perfumaria,B2B,Ambos,5.0,2.5,35.02,2.0,4.0,3.0,3.0,ANVISA,2.0,2.0
Bunge Brasil,95000000000.0,nao informado,B2B,Ambos,3.0,3.5,22.99,3.0,3.0,4.0,4.0,Nenhuma,3.0,1.0
AgroDoce Nordeste,220000000.0,Sabonete / hidratante com manga,B2B,Externo,3.0,2.0,18.65,1.0,4.0,1.0,3.0,ISO/HACCP,4.0,1.0
Ambev (bebidas),72000000000.0,Cubos IQF,B2C,Interno,3.0,2.0,15.33,3.0,5.0,3.0,1.0,Internacional,4.0,3.0
Duas Rodas,4200000000.0,Base para néctar,B2B,Ambos,2.0,4.0,30.08,3.0,3.0,1.0,5.0,ANVISA,3.0,3.0
MangaTech Foods,760000000.0,Concentrado de manga,B2B,Interno,4.0,2.0,38.26,2.0,1.0,3.0,2.0,Internacional,1.0,2.0
JBS Ingredients,375000000000.0,Base para néctar,B2B,Ambos,2.0,2.0,12.38,2.0,5.0,4.0,2.0,ANVISA,4.0,3.0
Duas Rodas,4200000000.0,Aroma / extrato natural,B2B,Ambos,2.0,3.0,24.5,3.0,1.0,5.0,3.0,Internacional,3.0,2.0
nao informado,375000000000.0,Cubos IQF,B2B,Ambos,2.0,3.5,32.17,4.0,2.0,3.0,3.0,ANVISA,1.0,2.0
Bunge Brasil,95000000000.0,Geleia/compota,B2B,nao informado,3.0,2.0,35.13,3.0,2.0,4.0,1.0,nao informado,2.0,5.0
Cargill Brasil,115000000000.0,Aroma / extrato natural,B2B,Interno,3.0,3.5,38.76,4.0,3.0,4.0,3.0,MAPA,1.0,4.0
Duas Rodas,4200000000.0,Chutney de manga,B2B,nao informado,2.0,2.5,43.95,3.0,3.0,4.0,2.0,Nenhuma,4.0,4.0
BioManga Circular,120000000.0,Subproduto industrial de bagaço processado,B2B,Interno,5.0,2.0,19.88,3.0,3.0,3.0,1.0,Nenhuma,2.0,1.0
Louis Dreyfus Company Brasil,18000000000.0,Molho agridoce / culinário,B2B,Ambos,3.0,5.0,54.07,5.0,3.0,4.0,5.0,nao informado,1.0,4.0
Louis Dreyfus Company Brasil,18000000000.0,Biogás / energia,B2C,Externo,3.0,4.0,48.04,4.0,2.0,4.0,4.0,ISO/HACCP,1.0,2.0
MangaTech Foods,760000000.0,Biocomposto / fertilizante orgânico,B2B,nao informado,5.0,2.5,10.31,3.0,3.0,4.0,2.0,MAPA,1.0,3.0
Cargill Brasil,115000000000.0,Purê de manga asséptico,B2B,Interno,3.0,4.0,49.11,5.0,1.0,3.0,3.0,MAPA,3.0,4.0
Bunge Brasil,95000000000.0,Suco pronto (NFC),B2B,Interno,3.0,4.0,28.87,4.0,3.0,3.0,4.0,ANVISA,3.0,1.0
VerdePulp Brasil,310000000.0,Biogás / energia,B2B,Interno,4.0,3.0,14.55,3.0,2.0,3.0,1.0,Nenhuma,3.0,2.0
Cutrale,30000000000.0,nao informado,B2B,Ambos,1.0,3.0,44.57,4.0,3.0,3.0,1.0,MAPA,2.0,3.0
Louis Dreyfus Company Brasil,18000000000.0,nao informado,B2B,Interno,3.0,3.0,45.54,3.0,5.0,3.0,3.0,MAPA,2.0,1.0
TropFruit Ingredients,650000000.0,Aroma / extrato natural,B2B,Ambos,1.0,3.0,37.76,4.0,2.0,3.0,5.0,ANVISA,1.0,2.0
JBS Ingredients,375000000000.0,Esfoliante natural,B2C,Externo,5.0,3.0,22.92,3.0,3.0,1.0,4.0,ANVISA,3.0,1.0
Fazenda Sol do Vale,180000000.0,Snack de manga desidratada,nao informado,Interno,3.0,3.0,30.66,3.0,4.0,4.0,3.0,ISO/HACCP,4.0,3.0
Louis Dreyfus Company Brasil,18000000000.0,Óleo / manteiga de semente de manga,B2B,Interno,1.0,3.0,15.94,2.0,1.0,2.0,4.0,ISO/HACCP,1.0,4.0
Louis Dreyfus Company Brasil,18000000000.0,Fibra alimentar de manga,nao informado,Interno,3.0,4.5,44.72,4.0,1.0,2.0,5.0,Internacional,4.0,4.0
AgroDoce Nordeste,220000000.0,Pó de manga (spray-dried),B2B,Interno,3.0,2.5,34.68,3.0,3.0,4.0,2.0,ISO/HACCP,2.0,4.0
JBS Ingredients,375000000000.0,Esfoliante natural,B2B,Interno,3.0,3.0,11.58,4.0,1.0,3.0,2.0,nao informado,4.0,3.0
Fazenda Sol do Vale,180000000.0,Geleia/compota,B2C,Interno,3.0,3.0,15.54,3.0,4.0,3.0,3.0,ANVISA,1.0,1.0
MangaVale Alimentos,480000000.0,Base para néctar,B2B,Externo,3.0,2.5,12.92,2.0,3.0,4.0,3.0,ISO/HACCP,3.0,3.0
VerdePulp Brasil,310000000.0,Purê de manga asséptico,B2B,Interno,3.0,2.5,28.59,3.0,2.0,5.0,3.0,Internacional,4.0,1.0
BRF Ingredients,53000000000.0,Concentrado de manga,B2B,Interno,4.0,3.0,28.66,3.0,1.0,2.0,3.0,ANVISA,3.0,1.0
AgroDoce Nordeste,220000000.0,Pó de manga (spray-dried),B2C,Interno,2.0,1.5,19.29,2.0,3.0,1.0,1.0,ISO/HACCP,4.0,3.0
MangaTech Foods,760000000.0,Snack de manga desidratada,B2B,Ambos,1.0,3.5,43.17,2.0,3.0,5.0,5.0,Nenhuma,1.0,3.0
Kerry do Brasil,9000000000.0,Fragrância para perfumaria,B2B,Ambos,2.0,3.5,23.01,5.0,3.0,4.0,2.0,ISO/HACCP,1.0,2.0
JBS Ingredients,375000000000.0,Biocomposto / fertilizante orgânico,B2B,Externo,3.0,1.5,33.7,3.0,3.0,3.0,2.0,MAPA,3.0,5.0
Louis Dreyfus Company Brasil,18000000000.0,Óleo / manteiga de semente de manga,B2B,Ambos,2.0,1.5,11.28,1.0,3.0,3.0,2.0,Internacional,1.0,3.0
TropFruit Ingredients,650000000.0,Sabonete / hidratante com manga,B2C,Interno,3.0,2.5,24.3,2.0,1.0,3.0,3.0,Internacional,1.0,3.0
Kerry do Brasil,9000000000.0,Aroma / extrato natural,B2C,Interno,3.0,2.0,35.41,3.0,4.0,1.0,1.0,MAPA,3.0,5.0
NordFruit Export,540000000.0,Base para néctar,B2B,Interno,3.0,4.0,15.81,5.0,3.0,1.0,3.0,MAPA,1.0,2.0
nao informado,4200000000.0,Chutney de manga,B2B,Interno,5.0,4.0,14.43,5.0,3.0,3.0,3.0,MAPA,2.0,3.0
Ambev (bebidas),72000000000.0,Manga desidratada em pedaços,B2B,Externo,2.0,4.0,26.55,4.0,3.0,2.0,4.0,ISO/HACCP,3.0,4.0
Bunge Brasil,95000000000.0,Sabonete / hidratante com manga,B2B,Externo,4.0,2.0,40.78,2.0,2.0,3.0,2.0,Nenhuma,4.0,1.0
MangaVale Alimentos,480000000.0,Esfoliante natural,B2C,Interno,5.0,3.0,25.63,4.0,2.0,5.0,2.0,ANVISA,4.0,1.0
Louis Dreyfus Company Brasil,18000000000.0,Base cosmética (extrato),B2C,Ambos,3.0,3.5,29.39,4.0,2.0,2.0,3.0,MAPA,1.0,1.0
MangaTech Foods,760000000.0,Molho agridoce / culinário,B2B,Ambos,4.0,4.5,30.44,5.0,3.0,3.0,4.0,Internacional,1.0,2.0
Fazenda Sol do Vale,180000000.0,Biogás / energia,B2C,Interno,2.0,2.0,20.38,1.0,3.0,4.0,3.0,MAPA,3.0,1.0
Cargill Brasil,115000000000.0,Sorbet / picolé,B2B,Ambos,3.0,2.5,27.93,1.0,2.0,5.0,4.0,ISO/HACCP,5.0,3.0
MangaVale Alimentos,480000000.0,Corante natural,B2B,Interno,4.0,2.0,26.51,3.0,1.0,3.0,1.0,ANVISA,2.0,1.0
VerdePulp Brasil,310000000.0,Purê de manga asséptico,B2B,Interno,3.0,4.0,40.39,3.0,3.0,2.0,5.0,ANVISA,3.0,2.0
TropFruit Ingredients,650000000.0,Polpa congelada,B2B,Ambos,4.0,2.5,44.82,4.0,2.0,4.0,1.0,Nenhuma,3.0,2.0
MangaTech Foods,760000000.0,Pó de manga (spray-dried),B2C,Interno,3.0,3.0,43.01,3.0,2.0,4.0,3.0,ANVISA,1.0,2.0
VerdePulp Brasil,310000000.0,Subproduto industrial de bagaço processado,B2B,Ambos,3.0,5.0,21.43,5.0,2.0,2.0,5.0,ISO/HACCP,1.0,2.0
Louis Dreyfus Company Brasil,18000000000.0,Óleo / manteiga de semente de manga,B2B,Interno,3.0,3.0,52.99,5.0,3.0,1.0,4.0,MAPA,4.0,4.0
NordFruit Export,540000000.0,Fragrância para perfumaria,nao informado,Interno,2.0,3.5,31.93,4.0,4.0,1.0,3.0,Internacional,1.0,4.0
VerdePulp Brasil,310000000.0,Fragrância para perfumaria,B2C,Interno,3.0,4.5,16.35,4.0,3.0,3.0,5.0,ISO/HACCP,1.0,5.0
NordFruit Export,540000000.0,Purê de manga asséptico,B2B,Interno,3.0,3.5,39.89,4.0,4.0,2.0,3.0,MAPA,1.0,2.0
MangaTech Foods,760000000.0,Base para néctar,B2C,nao informado,3.0,2.5,12.43,2.0,1.0,2.0,3.0,Nenhuma,2.0,1.0
Louis Dreyfus Company Brasil,4200000000.0,Subproduto industrial de bagaço processado,B2B,Externo,2.0,3.0,21.16,2.0,3.0,2.0,1.0,MAPA,4.0,5.0
Bunge Brasil,95000000000.0,Sabonete / hidratante com manga,B2C,Interno,3.0,2.5,16.77,4.0,4.0,2.0,1.0,Nenhuma,1.0,3.0
Ambev (bebidas),4200000000.0,Corante natural,B2B,Interno,2.0,3.0,38.31,2.0,3.0,3.0,4.0,Nenhuma,2.0,3.0
Cutrale,30000000000.0,Geleia/compota,B2B,Interno,4.0,2.5,44.5,3.0,3.0,3.0,2.0,MAPA,1.0,1.0
Kerry do Brasil,9000000000.0,Óleo / manteiga de semente de manga,B2C,Ambos,3.0,2.5,42.8,2.0,4.0,2.0,3.0,ISO/HACCP,3.0,2.0
MangaVale Alimentos,480000000.0,Concentrado de manga,B2B,Ambos,4.0,2.0,35.86,3.0,3.0,3.0,2.0,ANVISA,4.0,4.0
JBS Ingredients,375000000000.0,Base para néctar,B2B,Interno,4.0,3.0,42.34,1.0,4.0,1.0,4.0,ISO/HACCP,2.0,1.0
Fazenda Sol do Vale,180000000.0,Aroma / extrato natural,B2B,Ambos,5.0,2.5,42.84,2.0,3.0,4.0,3.0,Internacional,2.0,2.0
BioManga Circular,120000000.0,Base cosmética (extrato),B2C,Interno,3.0,2.5,40.92,3.0,3.0,4.0,2.0,ISO/HACCP,2.0,5.0
Kerry do Brasil,9000000000.0,Molho agridoce / culinário,B2C,nao informado,2.0,3.0,16.01,4.0,3.0,3.0,2.0,MAPA,3.0,4.0
Cargill Brasil,115000000000.0,Óleo / manteiga de semente de manga,B2B,Ambos,5.0,4.0,24.03,5.0,1.0,1.0,3.0,ANVISA,2.0,1.0
Citrosuco,25000000000.0,Purê de manga asséptico,B2B,Externo,3.0,3.0,41.16,2.0,3.0,4.0,3.0,Nenhuma,2.0,4.0
Ambev (bebidas),72000000000.0,Purê de manga asséptico,B2B,Externo,3.0,3.0,27.93,4.0,3.0,3.0,2.0,ANVISA,2.0,1.0
BioManga Circular,120000000.0,Corante natural,B2B,Externo,5.0,2.5,12.98,3.0,5.0,2.0,2.0,MAPA,5.0,3.0
Fazenda Sol do Vale,180000000.0,nao informado,B2C,Interno,2.0,2.5,19.67,2.0,1.0,3.0,3.0,ANVISA,5.0,1.0
MangaVale Alimentos,480000000.0,Pó de manga (spray-dried),B2B,Interno,5.0,3.5,30.31,2.0,2.0,1.0,5.0,Nenhuma,1.0,5.0
Kerry do Brasil,9000000000.0,Biocomposto / fertilizante orgânico,B2B,Interno,2.0,3.0,11.52,3.0,4.0,5.0,3.0,MAPA,3.0,3.0
NordFruit Export,540000000.0,Sorbet / picolé,B2B,Interno,3.0,4.0,49.37,4.0,2.0,2.0,4.0,Nenhuma,2.0,1.0
Cargill Brasil,115000000000.0,Bebida funcional com manga,B2B,Ambos,2.0,3.0,27.33,3.0,2.0,3.0,3.0,MAPA,2.0,2.0
MangaVale Alimentos,480000000.0,Aroma / extrato natural,B2C,Ambos,4.0,4.5,16.28,4.0,3.0,4.0,5.0,MAPA,1.0,4.0
BioManga Circular,120000000.0,Corante natural,B2B,Externo,5.0,3.0,39.59,4.0,2.0,1.0,2.0,MAPA,1.0,3.0
AgroDoce Nordeste,220000000.0,Sorbet / picolé,B2B,Ambos,2.0,4.0,50.15,4.0,2.0,2.0,4.0,MAPA,5.0,1.0
JBS Ingredients,375000000000.0,Base cosmética (extrato),B2B,Interno,3.0,4.5,27.93,5.0,2.0,3.0,4.0,Internacional,3.0,2.0
JBS Ingredients,375000000000.0,Subproduto industrial de bagaço processado,B2B,Interno,3.0,2.5,15.34,3.0,2.0,4.0,2.0,ISO/HACCP,1.0,4.0
Fazenda Sol do Vale,180000000.0,Bebida alcoólica / fermentado,nao informado,Interno,3.0,1.0,31.52,1.0,1.0,2.0,1.0,ANVISA,4.0,3.0
AgroDoce Nordeste,220000000.0,Geleia/compota,B2B,Ambos,3.0,2.5,29.73,3.0,1.0,3.0,2.0,ANVISA,1.0,3.0
TropFruit Ingredients,650000000.0,Ingrediente antioxidante,B2B,Ambos,2.0,3.0,33.97,2.0,2.0,4.0,1.0,ANVISA,2.0,4.0
Citrosuco,25000000000.0,Cubos IQF,B2C,Interno,1.0,2.5,27.79,4.0,2.0,3.0,1.0,ISO/HACCP,4.0,4.0
BRF Ingredients,53000000000.0,Ração / ingrediente para ração animal,B2B,Externo,1.0,2.5,25.21,3.0,1.0,1.0,2.0,MAPA,1.0,3.0
Cargill Brasil,115000000000.0,Óleo / manteiga de semente de manga,B2C,Ambos,2.0,3.0,14.02,2.0,3.0,3.0,3.0,nao informado,2.0,3.0
Duas Rodas,4200000000.0,Polpa congelada,B2B,Interno,2.0,3.0,37.83,4.0,3.0,5.0,2.0,MAPA,4.0,3.0
Louis Dreyfus Company Brasil,18000000000.0,Biocomposto / fertilizante orgânico,B2B,nao informado,2.0,1.5,30.45,1.0,5.0,5.0,2.0,ISO/HACCP,3.0,3.0
MangaVale Alimentos,480000000.0,Bebida alcoólica / fermentado,B2B,Interno,2.0,3.0,44.69,3.0,3.0,1.0,3.0,ANVISA,4.0,1.0
Bunge Brasil,95000000000.0,Purê de manga asséptico,nao informado,Ambos,4.0,1.0,15.24,1.0,3.0,3.0,1.0,ISO/HACCP,1.0,4.0
VerdePulp Brasil,310000000.0,Base cosmética (extrato),B2B,Ambos,4.0,3.0,12.53,3.0,4.0,4.0,2.0,ANVISA,4.0,2.0
BRF Ingredients,53000000000.0,Bebida alcoólica / fermentado,B2B,Externo,4.0,2.5,31.31,3.0,2.0,3.0,2.0,MAPA,5.0,3.0
Cargill Brasil,115000000000.0,Biocomposto / fertilizante orgânico,B2B,Ambos,3.0,3.0,27.93,1.0,1.0,5.0,5.0,ISO/HACCP,1.0,1.0
TropFruit Ingredients,650000000.0,Pectina,B2B,Externo,4.0,2.0,30.7,3.0,1.0,4.0,1.0,ANVISA,1.0,2.0
BioManga Circular,4200000000.0,nao informado,B2B,Ambos,2.0,3.0,12.18,3.0,1.0,1.0,3.0,MAPA,4.0,3.0
JBS Ingredients,375000000000.0,Ração / ingrediente para ração animal,B2B,Interno,2.0,4.0,21.67,5.0,3.0,1.0,3.0,ANVISA,4.0,4.0
MangaTech Foods,760000000.0,Ingrediente antioxidante,B2B,Ambos,3.0,3.5,27.43,4.0,2.0,1.0,3.0,ANVISA,1.0,1.0
Fazenda Sol do Vale,180000000.0,nao informado,B2B,Externo,4.0,2.5,27.93,3.0,2.0,2.0,2.0,Nenhuma,2.0,4.0
nao informado,18000000000.0,nao informado,B2B,Interno,3.0,2.5,12.98,2.0,2.0,1.0,3.0,MAPA,3.0,1.0
AgroDoce Nordeste,220000000.0,Biogás / energia,B2B,Externo,3.0,2.5,31.57,3.0,5.0,3.0,2.0,ISO/HACCP,2.0,2.0
Citrosuco,25000000000.0,Corante natural,nao informado,nao informado,5.0,3.0,26.52,4.0,3.0,3.0,2.0,Nenhuma,1.0,3.0
Citrosuco,25000000000.0,Bebida funcional com manga,B2C,Interno,3.0,2.0,10.37,2.0,2.0,3.0,2.0,ANVISA,1.0,3.0
Cargill Brasil,115000000000.0,Pectina,B2C,Interno,2.0,3.0,39.39,3.0,3.0,5.0,4.0,ISO/HACCP,2.0,4.0
Kerry do Brasil,9000000000.0,Corante natural,nao informado,Interno,3.0,2.5,42.33,4.0,1.0,4.0,3.0,nao informado,1.0,4.0
Bunge Brasil,95000000000.0,Bebida funcional com manga,B2B,Ambos,3.0,3.0,17.24,3.0,2.0,1.0,3.0,ISO/HACCP,3.0,4.0
BioManga Circular,120000000.0,Fibra alimentar de manga,B2C,Interno,5.0,2.5,42.4,3.0,3.0,3.0,2.0,ISO/HACCP,1.0,2.0
TropFruit Ingredients,650000000.0,Bebida alcoólica / fermentado,B2B,Externo,4.0,4.5,33.36,4.0,4.0,4.0,5.0,Nenhuma,1.0,5.0
MangaTech Foods,760000000.0,Aroma / extrato natural,B2B,Ambos,2.0,3.0,36.3,4.0,1.0,2.0,2.0,ANVISA,1.0,2.0
JBS Ingredients,4200000000.0,nao informado,B2B,Ambos,3.0,1.5,27.93,1.0,2.0,3.0,2.0,Nenhuma,4.0,2.0
Cutrale,30000000000.0,Suco pronto (NFC),B2B,Interno,2.0,4.5,33.12,5.0,4.0,3.0,4.0,Internacional,2.0,2.0
NordFruit Export,540000000.0,Bebida funcional com manga,B2B,Externo,2.0,3.5,41.45,5.0,3.0,1.0,2.0,Nenhuma,2.0,5.0
Ambev (bebidas),72000000000.0,Suco pronto (NFC),B2B,Interno,2.0,4.5,16.92,4.0,2.0,2.0,5.0,Nenhuma,2.0,1.0
MangaVale Alimentos,480000000.0,Pó de manga (spray-dried),nao informado,nao informado,3.0,3.5,15.53,4.0,2.0,3.0,3.0,Nenhuma,1.0,1.0
MangaVale Alimentos,480000000.0,Snack de manga desidratada,B2C,Interno,3.0,2.5,15.53,3.0,2.0,2.0,2.0,ISO/HACCP,1.0,3.0
Louis Dreyfus Company Brasil,4200000000.0,Base para néctar,B2C,Interno,4.0,4.0,27.93,3.0,3.0,3.0,5.0,ANVISA,3.0,1.0
Bunge Brasil,95000000000.0,Purê de manga asséptico,nao informado,Interno,3.0,3.0,17.64,3.0,1.0,2.0,3.0,MAPA,3.0,1.0
JBS Ingredients,375000000000.0,Óleo / manteiga de semente de manga,B2B,nao informado,4.0,2.5,35.34,4.0,3.0,2.0,1.0,ISO/HACCP,1.0,1.0
AgroDoce Nordeste,220000000.0,Sabonete / hidratante com manga,B2C,Externo,3.0,1.0,13.47,1.0,3.0,4.0,1.0,ISO/HACCP,1.0,2.0
NordFruit Export,540000000.0,Bebida funcional com manga,nao informado,Interno,2.0,1.5,25.19,2.0,4.0,4.0,1.0,ANVISA,1.0,2.0
BRF Ingredients,53000000000.0,Biogás / energia,B2B,Externo,3.0,3.5,25.27,2.0,4.0,4.0,3.0,ANVISA,5.0,5.0
AgroDoce Nordeste,220000000.0,Pectina,B2B,Interno,3.0,2.0,26.24,3.0,3.0,3.0,1.0,ANVISA,2.0,2.0
AgroDoce Nordeste,220000000.0,Base cosmética (extrato),B2B,Externo,4.0,2.5,13.36,3.0,3.0,3.0,3.0,nao informado,1.0,2.0
nao informado,25000000000.0,nao informado,B2C,Interno,3.0,3.0,13.54,4.0,3.0,3.0,2.0,MAPA,1.0,2.0
Fazenda Sol do Vale,180000000.0,Ingrediente antioxidante,B2B,Externo,3.0,2.5,27.65,4.0,2.0,3.0,1.0,MAPA,1.0,3.0
JBS Ingredients,4200000000.0,Base para néctar,B2B,Interno,3.0,4.5,42.03,5.0,3.0,2.0,4.0,nao informado,1.0,1.0
Kerry do Brasil,9000000000.0,Cubos IQF,B2B,Externo,4.0,3.0,43.07,2.0,1.0,3.0,4.0,ANVISA,2.0,1.0
TropFruit Ingredients,650000000.0,Molho agridoce / culinário,B2C,Interno,3.0,2.5,20.89,2.0,2.0,3.0,3.0,Nenhuma,1.0,3.0
Duas Rodas,4200000000.0,Pó de manga (spray-dried),B2B,nao informado,2.0,3.0,24.44,1.0,3.0,4.0,5.0,MAPA,4.0,4.0
BRF Ingredients,53000000000.0,Manga desidratada em pedaços,B2B,Externo,3.0,1.5,22.69,2.0,3.0,3.0,1.0,ISO/HACCP,1.0,3.0
VerdePulp Brasil,310000000.0,Sabonete / hidratante com manga,B2B,Externo,3.0,1.5,13.34,2.0,3.0,1.0,1.0,MAPA,1.0,2.0
MangaTech Foods,4200000000.0,Sorbet / picolé,nao informado,Externo,3.0,2.0,22.43,2.0,5.0,2.0,2.0,Nenhuma,4.0,2.0
VerdePulp Brasil,310000000.0,Sorbet / picolé,B2C,nao informado,3.0,2.5,10.08,1.0,4.0,5.0,4.0,ISO/HACCP,3.0,5.0
NordFruit Export,540000000.0,Snack de manga desidratada,B2B,Interno,4.0,3.5,12.77,3.0,1.0,2.0,4.0,ANVISA,1.0,3.0
Citrosuco,25000000000.0,Fibra alimentar de manga,B2B,Interno,3.0,3.0,42.41,3.0,5.0,3.0,3.0,ANVISA,2.0,3.0
BioManga Circular,120000000.0,Polpa congelada,B2B,Externo,2.0,2.5,36.39,2.0,5.0,4.0,3.0,MAPA,1.0,1.0
BioManga Circular,120000000.0,Manga desidratada em pedaços,B2B,nao informado,3.0,3.0,23.64,3.0,2.0,4.0,3.0,Nenhuma,1.0,1.0
Bunge Brasil,95000000000.0,Pectina,nao informado,Ambos,5.0,2.5,36.4,1.0,4.0,3.0,4.0,Nenhuma,3.0,3.0
Fazenda Sol do Vale,180000000.0,Fibra alimentar de manga,B2B,Interno,1.0,1.5,13.65,3.0,1.0,1.0,1.0,ISO/HACCP,1.0,3.0
Fazenda Sol do Vale,180000000.0,Base para néctar,B2C,Interno,3.0,1.5,12.19,2.0,3.0,3.0,1.0,ANVISA,4.0,3.0
AgroDoce Nordeste,220000000.0,Biogás / energia,B2B,Interno,4.0,2.5,13.49,3.0,1.0,3.0,2.0,Nenhuma,1.0,4.0
MangaVale Alimentos,480000000.0,Manga desidratada em pedaços,B2B,Interno,4.0,2.5,27.93,1.0,4.0,1.0,4.0,ISO/HACCP,2.0,4.0
NordFruit Export,540000000.0,Fibra alimentar de manga,B2C,Externo,3.0,2.5,26.45,3.0,4.0,4.0,2.0,Nenhuma,1.0,1.0
Louis Dreyfus Company Brasil,18000000000.0,Biogás / energia,B2B,Ambos,5.0,3.0,17.55,3.0,2.0,3.0,3.0,Nenhuma,1.0,3.0
Cargill Brasil,115000000000.0,Aroma / extrato natural,B2B,Externo,5.0,2.0,9.91,1.0,4.0,5.0,3.0,ISO/HACCP,1.0,4.0
Bunge Brasil,4200000000.0,Aroma / extrato natural,B2B,Interno,4.0,2.0,26.79,3.0,2.0,3.0,1.0,Internacional,1.0,1.0
Cargill Brasil,115000000000.0,Óleo / manteiga de semente de manga,B2C,Interno,3.0,3.0,35.4,2.0,5.0,2.0,4.0,ISO/HACCP,2.0,5.0
BRF Ingredients,53000000000.0,Biocomposto / fertilizante orgânico,nao informado,Interno,3.0,4.0,29.69,4.0,3.0,5.0,4.0,Nenhuma,3.0,2.0
MangaTech Foods,760000000.0,Pó de manga (spray-dried),B2B,nao informado,2.0,1.5,34.75,1.0,3.0,4.0,3.0,ISO/HACCP,2.0,3.0
Bunge Brasil,95000000000.0,Subproduto industrial de bagaço processado,B2B,Interno,5.0,1.0,16.36,1.0,3.0,3.0,1.0,ISO/HACCP,2.0,2.0
Ambev (bebidas),72000000000.0,Bebida alcoólica / fermentado,B2B,Ambos,4.0,3.0,39.39,2.0,1.0,4.0,4.0,Nenhuma,2.0,1.0
Cutrale,30000000000.0,Óleo / manteiga de semente de manga,B2B,Externo,2.0,3.0,25.16,3.0,5.0,3.0,4.0,MAPA,3.0,1.0
MangaVale Alimentos,480000000.0,Base para néctar,B2B,Externo,3.0,4.5,21.88,4.0,3.0,3.0,5.0,ISO/HACCP,2.0,1.0
